make,model_range,ids_code,description,model_year,model_year_decimal,body_style,long_description,model_group,model_tree_description,special_edition,vehicle_tree_description,current_vehicle,commercial,reclaim_vat,basic_price,manufacturers_delivery_price,mrp,p11d_price,date_of_introduction,end_of_production,price_list_date,door,engine_size,insurance_group,fuel_type,transmission_type,mpg_urban,mpg_extra_urban,mpg_combined,co2_emissions,euro_emissions,bhp,power_ps,power_kw,torque,rpm_for_torque,length,width,height,gross_vehicle_weight,unladen_weight,towing_weight_braked,towing_weight_unbraked,wheel_base,ground_clearance,fuel_tank_size,boot_capacity,maximum_speed,acceleration_0_100_kph,acceleration_0_60_mph,front_tyres,rear_tyres,spare_tyre,front_brakes,rear_brakes,servicing_indication,image_filename,gears,axles,manufacturer_model_description,seats,otr_price,win_commercial,parent_ids_code,trim,vehicle_factory_code,fleetware_code
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043974,FOCUS HAT 2.3 ECB 280 ST,24A,2024.01,Hatchback,Focus Hatch 2.3 Ecb 280 ST,Focus,Focus 5 Door Hatch,FALSE,2.3 Ecb 280 ST,TRUE,FALSE,FALSE,30441.67,20.83,36530,36555,08/04/2024,NULL,08/04/2024,5,2298,13,Petrol,Manual,NULL,NULL,NULL,NULL,6,276,157.15,108.32,309.8,NULL,4358,2010,1484,NULL,NULL,NULL,NULL,2648,NULL,55,11.2,155,5.7,NULL,235/35R19 Y,235/35R19 Y,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,37705,0,FO042261,ST,NULL,191705
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043975,FOCUS HAT 2.3 ECB 280 ST AU,24A,2024.01,Hatchback,Focus Hatch 2.3 Ecb 280 ST Auto,Focus,Focus 5 Door Hatch,FALSE,2.3 Ecb 280 ST Auto,TRUE,FALSE,FALSE,31650,20.83,37980,38005,08/04/2024,NULL,08/04/2024,5,2298,13,Petrol,Automatic,NULL,NULL,NULL,NULL,6,276,157.15,108.32,306.1,NULL,4358,2010,1484,NULL,NULL,NULL,NULL,2648,NULL,55,11.2,155,5.7,NULL,235/35R19 Y,235/35R19 Y,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,7,NULL,Focus Hatch,5,39155,0,FO042262,ST,NULL,191706
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043976,FOCUS HAT 1.0 EcoBoost mHEV 155 TTNM AU,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 155 Titanium Auto,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 155 Titanium Auto,TRUE,FALSE,FALSE,25050,20.83,30060,30085,08/04/2024,NULL,08/04/2024,5,999,12,Mild Hybrid Electric Petrol,Automatic,NULL,NULL,NULL,NULL,6,153,155.13,106.92,140.1,NULL,4360,2010,1484,NULL,1280,1200,640,2648,NULL,55,11.2,129,8.4,NULL,205/60R16 V,205/60R16 V,Space saver,VENT DISC,DRUM,FALSE,focus-hatch-fo5f-24a.jpg,7,NULL,Focus Hatch,5,30350,0,FO042263,TITANIUM,NULL,191734
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043977,FOCUS HAT 1.0 EcoBoost mHEV 155 TNM X AU,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 155 Titanium X Auto,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 155 Titanium X Auto,TRUE,FALSE,FALSE,26883.33,20.83,32260,32284.99,08/04/2024,NULL,08/04/2024,5,999,13,Mild Hybrid Electric Petrol,Automatic,NULL,NULL,NULL,NULL,6,153,155.13,106.92,140.1,NULL,4360,2010,1484,NULL,1280,1200,640,2648,NULL,55,11.2,129,8.4,NULL,215/50R17 V,215/50R17 V,Space saver,VENT DISC,DRUM,FALSE,focus-hatch-fo5f-24a.jpg,7,NULL,Focus Hatch,5,32549.99,0,FO042264,TITANIUM X,NULL,196173
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043978,FOCUS HAT 1.0 EcoBoost mHEV 155 ACV X AU,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 155 Active X Auto,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 155 Active X Auto,TRUE,FALSE,FALSE,27575,20.83,33090,33115,08/04/2024,NULL,08/04/2024,5,999,13,Mild Hybrid Electric Petrol,Automatic,NULL,NULL,NULL,NULL,6,153,155.13,106.92,140.1,NULL,4360,2010,1484,NULL,NULL,NULL,NULL,2648,NULL,55,11.2,129,8.4,NULL,235/40R18 Y,235/40R18 Y,Space saver,VENT DISC,DRUM,FALSE,focus-hatch-fo5f-24a.jpg,7,NULL,Focus Hatch,5,33380,0,FO042266,ACTIVE X,NULL,196177
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043979,FOCUS HAT 1.0 EcoBoost mHEV 155 ST-LN AU,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 155 ST-Line Auto,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 155 ST-Line Auto,TRUE,FALSE,FALSE,25741.67,20.83,30890,30915,08/04/2024,NULL,08/04/2024,5,999,12,Mild Hybrid Electric Petrol,Automatic,NULL,NULL,NULL,NULL,6,153,155.13,106.92,140.1,NULL,4360,2010,1484,NULL,1327,1200,660,2648,NULL,55,11.2,129,8.4,NULL,215/50R17 V,215/50R17 V,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,7,NULL,Focus Hatch,5,31180,0,FO042267,ST-LINE,NULL,191738
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043980,FOCUS HAT 1.0 EcoBoost mHEV 155 ST-LX AU,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 155 St-Line X Auto,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 155 St-Line X Auto,TRUE,FALSE,FALSE,27575,20.83,33090,33115,08/04/2024,NULL,08/04/2024,5,999,13,Mild Hybrid Electric Petrol,Automatic,NULL,NULL,NULL,NULL,6,153,155.13,106.92,140.1,NULL,4360,2010,1484,NULL,1327,1200,660,2648,NULL,55,11.2,129,8.4,NULL,205/60R16 V,205/60R16 V,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,7,NULL,Focus Hatch,5,33380,0,FO042268,ST-LINE X,NULL,196181
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043981,FOCUS HAT 1.0 EcoBoost mHEV 125 ST-LN,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 125 ST-Line,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 125 ST-Line,TRUE,FALSE,FALSE,24200,20.83,29040,29065,08/04/2024,NULL,08/04/2024,5,999,12,Mild Hybrid Electric Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.62,91.72,125.3,NULL,4360,2010,1484,NULL,1327,1200,660,2648,NULL,55,11.2,124,10.2,NULL,215/50R17 V,215/50R17 V,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,29330,0,FO042269,ST-LINE,NULL,199455
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043982,FOCUS HAT 1.0 EcoBoost mHEV 125 ST-LX,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 125 St-Line X,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 125 St-Line X,TRUE,FALSE,FALSE,26033.33,20.83,31240,31264.99,08/04/2024,NULL,08/04/2024,5,999,13,Mild Hybrid Electric Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.71,85.95,125.3,NULL,4360,2010,1484,NULL,NULL,NULL,NULL,2648,NULL,55,11.2,124,10.2,NULL,205/60R16 V,205/60R16 V,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,31529.99,0,FO042270,ST-LINE X,NULL,199456
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043983,FOCUS HAT 1.0 EcoBoost mHEV 125 ACV X,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 125 Active X,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 125 Active X,TRUE,FALSE,FALSE,26033.33,20.83,31240,31264.99,08/04/2024,NULL,08/04/2024,5,999,13,Mild Hybrid Electric Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.62,91.72,125.3,NULL,4360,2010,1484,NULL,NULL,NULL,NULL,2648,NULL,55,11.2,124,10.2,NULL,235/40R18 Y,235/40R18 Y,Space saver,VENT DISC,DRUM,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,31529.99,0,FO042272,ACTIVE X,NULL,199458
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043984,FOCUS HAT 1.0 EcoBoost mHEV 125 TTNM,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 125 Titanium,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 125 Titanium,TRUE,FALSE,FALSE,23508.33,20.83,28210,28234.99,08/04/2024,NULL,08/04/2024,5,999,12,Mild Hybrid Electric Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.62,91.72,125.3,NULL,4360,2010,1484,NULL,1280,1200,640,2648,NULL,55,11.2,124,10.2,NULL,205/60R16 V,205/60R16 V,Space saver,VENT DISC,DRUM,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,28499.99,0,FO042273,TITANIUM,NULL,199459
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043985,FOCUS HAT 1.0 EcoBoost mHEV 125 TNM X,24A,2024.01,Hatchback,Focus Hatch 1.0 EcoBoost mHEV 125 Titanium X,Focus,Focus 5 Door Hatch,FALSE,1.0 EcoBoost mHEV 125 Titanium X,TRUE,FALSE,FALSE,25341.67,20.83,30410,30435,08/04/2024,NULL,08/04/2024,5,999,13,Mild Hybrid Electric Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.62,91.72,125.3,NULL,4360,2010,1484,NULL,1280,1200,640,2648,NULL,55,11.2,124,10.2,NULL,215/50R17 V,215/50R17 V,Space saver,VENT DISC,DRUM,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,30700,0,FO042274,TITANIUM X,NULL,199460
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043986,FOCUS HAT 2.3 ECB 280 ST TRACK PACK,24A,2024.01,Hatchback,Focus Hatch 2.3 Ecb 280 ST Track Pack,Focus,Focus 5 Door Hatch,FALSE,2.3 Ecb 280 ST Track Pack,TRUE,FALSE,FALSE,32941.67,20.83,39530,39555,08/04/2024,NULL,08/04/2024,5,2298,13,Petrol,Manual,NULL,NULL,NULL,NULL,6,276,157.15,108.32,309.8,NULL,4358,2010,1484,NULL,NULL,NULL,NULL,2648,NULL,55,11.2,155,5.7,NULL,235/35R19 Y,235/35R19 Y,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,40705,0,FO042275,ST,NULL,199461
Ford,Ford FOCUS 5DR HATCH model range     NEW,FO043987,FOCUS HAT 2.3 ECB 280 ST EDITION,24A,2024.01,Hatchback,Focus Hatch 2.3 Ecb 280 ST Edition,Focus,Focus 5 Door Hatch,TRUE,2.3 Ecb 280 ST Edition,TRUE,FALSE,FALSE,34775,20.83,41730,41755,08/04/2024,NULL,08/04/2024,5,2298,13,Petrol,Manual,NULL,NULL,NULL,NULL,6,276,157.15,108.32,309.8,NULL,4358,2010,1484,NULL,NULL,NULL,NULL,2648,NULL,55,11.2,155,5.7,NULL,235/35R19 Y,235/35R19 Y,Space saver,VENT DISC,DISC,FALSE,focus-hatch-fo5f-24a.jpg,6,NULL,Focus Hatch,5,42905,0,NULL,ST EDITION,NULL,202687
Ford,Ford TRANSIT COURIER model range,FO042644,TRANSIT COURIER 1.0 100 EcoBoost LEADER,24A,2024.01,Van - Swb,Transit Courier 1.0 100 EcoBoost Leader,Transit Courier,Transit Courier,FALSE,1.0 100 EcoBoost Leader,TRUE,TRUE,TRUE,16200,1416.83,19440,21140.2,01/07/2023,NULL,07/08/2023,2,999,26,Petrol,Manual,NULL,NULL,NULL,0,6,99,100.38,69.18,147.5,NULL,4337,1791,1817,1910,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,195/65R15 C,195/65R15 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,21530.2,0,NULL,LEADER,NULL,199498
Ford,Ford TRANSIT COURIER model range,FO042645,TRANSIT COURIER 1.0 125 EcoBoost LDR AU,24A,2024.01,Van - Swb,Transit Courier 1.0 125 EcoBoost Leader Auto,Transit Courier,Transit Courier,FALSE,1.0 125 EcoBoost Leader Auto,TRUE,TRUE,TRUE,17850,1416.83,21420,23120.2,01/07/2023,NULL,07/08/2023,2,999,27,Petrol,Automatic,NULL,NULL,NULL,0,6,123,124.71,85.95,147.5,NULL,4337,1791,1817,1940,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,195/65R15 C,195/65R15 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,7,NULL,Transit Courier,NULL,23510.2,0,NULL,LEADER,NULL,199499
Ford,Ford TRANSIT COURIER model range,FO042646,TRANSIT COURIER 1.5 100 EcoBlue LEADER,24A,2024.01,Van - Swb,Transit Courier 1.5 100 EcoBlue Leader,Transit Courier,Transit Courier,FALSE,1.5 100 EcoBlue Leader,TRUE,TRUE,TRUE,17450,1416.83,20940,22640.2,01/07/2023,NULL,07/08/2023,2,1498,28,Diesel,Manual,NULL,NULL,NULL,0,6,99,100.38,69.18,184.4,NULL,4337,1791,1817,1965,NULL,1100,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,195/65R15 C,195/65R15 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,23030.2,0,NULL,LEADER,NULL,199500
Ford,Ford TRANSIT COURIER model range,FO042647,TRANSIT COURIER 1.0 100 EcoBoost TREND,24A,2024.01,Van - Swb,Transit Courier 1.0 100 EcoBoost Trend,Transit Courier,Transit Courier,FALSE,1.0 100 EcoBoost Trend,TRUE,TRUE,TRUE,17600,1416.83,21120,22820.2,01/07/2023,NULL,01/07/2023,2,999,26,Petrol,Manual,NULL,NULL,NULL,NULL,6,99,100.38,69.18,147.5,NULL,4337,1791,1817,1910,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,195/65R15 C,195/65R15 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,23210.2,0,NULL,TREND,NULL,199501
Ford,Ford TRANSIT COURIER model range,FO042648,TRANSIT COURIER 1.0 125 EcoBoost TREND,24A,2024.01,Van - Swb,Transit Courier 1.0 125 EcoBoost Trend,Transit Courier,Transit Courier,FALSE,1.0 125 EcoBoost Trend,TRUE,TRUE,TRUE,18250,1416.83,21900,23600.2,01/07/2023,NULL,07/08/2023,2,999,26,Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.71,85.95,147.5,NULL,4337,1791,1817,1910,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,195/65R15 C,195/65R15 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,23990.2,0,NULL,TREND,NULL,199502
Ford,Ford TRANSIT COURIER model range,FO042649,TRANSIT COURIER 1.0 125 EcoBoost TND AU,24A,2024.01,Van - Swb,Transit Courier 1.0 125 EcoBoost Trend Auto,Transit Courier,Transit Courier,FALSE,1.0 125 EcoBoost Trend Auto,TRUE,TRUE,TRUE,19250,1416.83,23100,24800.2,01/07/2023,NULL,07/08/2023,2,999,27,Petrol,Automatic,NULL,NULL,NULL,NULL,6,123,124.71,85.95,147.5,NULL,4337,1791,1817,1940,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,195/65R15 C,195/65R15 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,7,NULL,Transit Courier,NULL,25190.2,0,NULL,TREND,NULL,199503
Ford,Ford TRANSIT COURIER model range,FO042650,TRANSIT COURIER 1.5 100 EcoBlue TREND,24A,2024.01,Van - Swb,Transit Courier 1.5 100 EcoBlue Trend,Transit Courier,Transit Courier,FALSE,1.5 100 EcoBlue Trend,TRUE,TRUE,TRUE,18850,1416.83,22620,24320.2,01/07/2023,NULL,07/08/2023,2,1498,28,Diesel,Manual,NULL,NULL,NULL,NULL,6,99,100.38,69.18,184.4,NULL,4337,1791,1817,1965,NULL,1100,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,195/65R15 C,195/65R15 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,24710.2,0,NULL,TREND,NULL,199504
Ford,Ford TRANSIT COURIER model range,FO042651,TRANSIT COURIER 1.0 125 EcoBoost LIMITED,24A,2024.01,Van - Swb,Transit Courier 1.0 125 EcoBoost Limited,Transit Courier,Transit Courier,FALSE,1.0 125 EcoBoost Limited,TRUE,TRUE,TRUE,19550,1416.83,23460,25160.2,01/07/2023,NULL,07/08/2023,2,999,26,Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.71,85.95,147.5,NULL,4337,1791,1817,1910,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,205/65R16 C,205/65R16 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,25550.2,0,NULL,LIMITED,NULL,199505
Ford,Ford TRANSIT COURIER model range,FO042652,TRANSIT COURIER 1.0 125 EcoBoost LTD AU,24A,2024.01,Van - Swb,Transit Courier 1.0 125 EcoBoost Limited Auto,Transit Courier,Transit Courier,FALSE,1.0 125 EcoBoost Limited Auto,TRUE,TRUE,TRUE,20550,1416.83,24660,26360.2,01/07/2023,NULL,07/08/2023,2,999,27,Petrol,Automatic,NULL,NULL,NULL,NULL,6,123,124.71,85.95,147.5,NULL,4337,1791,1817,1940,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,205/65R16 C,205/65R16 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,7,NULL,Transit Courier,NULL,26750.2,0,NULL,LIMITED,NULL,199506
Ford,Ford TRANSIT COURIER model range,FO042653,TRANSIT COURIER 1.5 100 EcoBlue LIMITED,24A,2024.01,Van - Swb,Transit Courier 1.5 100 EcoBlue Limited,Transit Courier,Transit Courier,FALSE,1.5 100 EcoBlue Limited,TRUE,TRUE,TRUE,20150,1416.83,24180,25880.2,01/07/2023,NULL,07/08/2023,2,1498,28,Diesel,Manual,NULL,NULL,NULL,0,6,99,100.38,69.18,184.4,NULL,4337,1791,1817,1965,NULL,1100,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,205/65R16 C,205/65R16 C,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,26270.2,0,NULL,LIMITED,NULL,199507
Ford,Ford TRANSIT COURIER model range,FO042654,TRANSIT COURIER 1.0 125 EcoBoost ACTIVE,24A,2024.01,Van - Swb,Transit Courier 1.0 125 EcoBoost Active,Transit Courier,Transit Courier,FALSE,1.0 125 EcoBoost Active,TRUE,TRUE,TRUE,20150,1416.83,24180,25880.2,01/07/2023,NULL,07/08/2023,2,999,26,Petrol,Manual,NULL,NULL,NULL,NULL,6,123,124.71,85.95,147.5,NULL,4337,1791,1817,1910,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,215/55R17 V,215/55R17 V,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,26270.2,0,NULL,ACTIVE,NULL,199508
Ford,Ford TRANSIT COURIER model range,FO042655,TRANSIT COURIER 1.0 125 EcoBoost ACV AU,24A,2024.01,Van - Swb,Transit Courier 1.0 125 EcoBoost Active Auto,Transit Courier,Transit Courier,FALSE,1.0 125 EcoBoost Active Auto,TRUE,TRUE,TRUE,21150,1416.83,25380,27080.2,01/07/2023,NULL,07/08/2023,2,999,27,Petrol,Automatic,NULL,NULL,NULL,NULL,6,123,124.71,85.95,147.5,NULL,4337,1791,1817,1940,NULL,1000,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,215/55R17 V,215/55R17 V,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,7,NULL,Transit Courier,NULL,27470.2,0,NULL,ACTIVE,NULL,199509
Ford,Ford TRANSIT COURIER model range,FO042656,TRANSIT COURIER 1.5 100 EcoBlue ACTIVE,24A,2024.01,Van - Swb,Transit Courier 1.5 100 EcoBlue Active,Transit Courier,Transit Courier,FALSE,1.5 100 EcoBlue Active,TRUE,TRUE,TRUE,20750,1416.83,24900,26600.2,01/07/2023,NULL,07/08/2023,2,1498,28,Diesel,Manual,NULL,NULL,NULL,NULL,6,99,100.38,69.18,184.4,NULL,4337,1791,1817,1965,NULL,1100,NULL,2692,NULL,NULL,NULL,NULL,NULL,NULL,215/55R17 V,215/55R17 V,Puncture repair kit,NULL,NULL,FALSE,transit-courier-focr-24a.jpg,6,NULL,Transit Courier,NULL,26990.2,0,NULL,ACTIVE,NULL,199510
Ford,Ford FOCUS 5DR ESTATE model range    NEW,FO043991,FOCUS EST 2.3 EcoBoost 280 ST,24A,2024.01,Estate,Focus Estate 2.3 EcoBoost 280 ST,Focus,Focus 5 Door Estate,FALSE,2.3 EcoBoost 280 ST,TRUE,FALSE,FALSE,31608.33,20.83,37930,37954.99,08/04/2024,NULL,08/04/2024,5,2297,15,Petrol,Manual,NULL,NULL,NULL,NULL,6,276,279.83,192.87,309.8,NULL,4668,1979,1481,NULL,1383,1000,690,2700,NULL,52,20.3,155,5.8,NULL,235/35ZR 19,235/35ZR 20,Space saver,NULL,NULL,FALSE,focus-estate-foef-24a.jpg,6,NULL,Focus Estate,5,39104.99,0,FO042158,ST,NULL,191747
